"State","Date","Shortage","Supply","Demand","Param1","Param2","Param3"
"Virginia",2020-04-10,-314.5,569.5,255,0.2,0,0.5
"Vermont",2020-04-10,-27,36,9,0.2,0,0.5
"Utah",2020-04-10,-206,233,27,0.2,0,0.5
"Texas",2020-04-10,-2127,2499,372,0.2,0,0.5
"Tennessee",2020-04-10,-480,652,172,0.2,0,0.5
"South Dakota",2020-04-10,-57,64,7,0.2,0,0.5
"South Carolina",2020-04-10,-349,422,73,0.2,0,0.5
"Rhode Island",2020-04-10,-18.5,98.5,80,0.2,0,0.5
"Pennsylvania",2020-04-10,-953,1214,261,0.2,0,0.5
"Oregon",2020-04-10,-192,221,29,0.2,0,0.5
"Oklahoma",2020-04-10,-170,312,142,0.2,0,0.5
"Ohio",2020-04-10,-877.5,1106.5,229,0.2,0,0.5
"North Dakota",2020-04-10,-34,145,111,0.2,0,0.5
"North Carolina",2020-04-10,-594,784,190,0.2,0,0.5
"New York",2020-04-10,2714.00000000018,2926.99999999982,5641,0.2,0,0.5
"New Mexico",2020-04-10,-43.5,149.5,106,0.2,0,0.5
"New Jersey",2020-04-10,1742.00000000009,1720.99999999991,3463,0.2,0,0.5
"New Hampshire",2020-04-10,-76,85,9,0.2,0,0.5
"Nevada",2020-04-10,-113.5,370.5,257,0.2,0,0.5
"Nebraska",2020-04-10,-145,197,52,0.2,0,0.5
"Montana",2020-04-10,-62,68,6,0.2,0,0.5
"Missouri",2020-04-10,-527.5,589.5,62,0.2,0,0.5
"Mississippi",2020-04-10,-250.5,308.5,58,0.2,0,0.5
"Minnesota",2020-04-10,-243,344,101,0.2,0,0.5
"Michigan",2020-04-10,466,933,1399,0.2,0,0.5
"Massachusetts",2020-04-10,40,1482,1522,0.2,0,0.5
"Maryland",2020-04-10,-117.000000000012,663.000000000012,546,0.2,0,0.5
"Maine",2020-04-10,-50,86,36,0.2,0,0.5
"Louisiana",2020-04-10,-267,454,187,0.2,0,0.5
"Kentucky",2020-04-10,-196.5,390.5,194,0.2,0,0.5
"Kansas",2020-04-10,-157,210,53,0.2,0,0.5
"Iowa",2020-04-10,-174.5,224.5,50,0.2,0,0.5
"Indiana",2020-04-10,-213.000000000247,711.000000000247,498,0.2,0,0.5
"Illinois",2020-04-10,0,1246,1246,0.2,0,0.5
"Idaho",2020-04-10,-59,82,23,0.2,0,0.5
"Hawaii",2020-04-10,-17.4999999999998,100.5,83,0.2,0,0.5
"Georgia",2020-04-10,-277,947,670,0.2,0,0.5
"Florida",2020-04-10,-1000,1968,968,0.2,0,0.5
"Delaware",2020-04-10,-66.5,86.5,20,0.2,0,0.5
"Connecticut",2020-04-10,110,686,796,0.2,0,0.5
"Colorado",2020-04-10,-305,418,113,0.2,0,0.5
"California",2020-04-10,-2200,2795,595,0.2,0,0.5
"Arkansas",2020-04-10,-219.5,262.5,43,0.2,0,0.5
"Arizona",2020-04-10,-500,596,96,0.2,0,0.5
"Alaska",2020-04-10,2.5,106.5,109,0.2,0,0.5
"Alabama",2020-04-10,-158,377,219,0.2,0,0.5
"Wyoming",2020-04-11,-43,48,5,0.2,0,0.5
"Wisconsin",2020-04-11,-156.5,354.5,198,0.2,0,0.5
"West Virginia",2020-04-11,-163,212,49,0.2,0,0.5
"Washington",2020-04-11,-221,378,157,0.2,0,0.5
"Virginia",2020-04-11,-290.5,569.5,279,0.2,0,0.5
"Vermont",2020-04-11,-27,36,9,0.2,0,0.5
"Utah",2020-04-11,-203,233,30,0.2,0,0.5
"Texas",2020-04-11,-2096,2499,403,0.2,0,0.5
"Tennessee",2020-04-11,-471,652,181,0.2,0,0.5
"South Dakota",2020-04-11,-55,64,9,0.2,0,0.5
"South Carolina",2020-04-11,-345,422,77,0.2,0,0.5
"Rhode Island",2020-04-11,-9.5,98.5,89,0.2,0,0.5
"Pennsylvania",2020-04-11,-947,1214,267,0.2,0,0.5
"Oregon",2020-04-11,-191,221,30,0.2,0,0.5
"Oklahoma",2020-04-11,-160,312,152,0.2,0,0.5
"Ohio",2020-04-11,-882.5,1106.5,224,0.2,0,0.5
"North Dakota",2020-04-11,-26,145,119,0.2,0,0.5
"North Carolina",2020-04-11,-582,784,202,0.2,0,0.5
"New York",2020-04-11,2585.00000000018,2926.99999999982,5512,0.2,0,0.5
"New Mexico",2020-04-11,-30.5000000000029,149.500000000003,119,0.2,0,0.5
"New Jersey",2020-04-11,1771.0000000001,1945.9999999999,3717,0.2,0,0.5
"New Hampshire",2020-04-11,-75,85,10,0.2,0,0.5
"Nevada",2020-04-11,-87.5,370.5,283,0.2,0,0.5
"Nebraska",2020-04-11,-138,197,59,0.2,0,0.5
"Montana",2020-04-11,-62,68,6,0.2,0,0.5
"Missouri",2020-04-11,-523.5,589.5,66,0.2,0,0.5
"Mississippi",2020-04-11,-249.5,308.5,59,0.2,0,0.5
"Minnesota",2020-04-11,-233,344,111,0.2,0,0.5
"Michigan",2020-04-11,429,933,1362,0.2,0,0.5
"Massachusetts",2020-04-11,209,1482,1691,0.2,0,0.5
"Maryland",2020-04-11,-79.0000000000116,700.000000000012,621,0.2,0,0.5
"Maine",2020-04-11,-47,86,39,0.2,0,0.5
"Louisiana",2020-04-11,-291,454,163,0.2,0,0.5
"Kentucky",2020-04-11,-172.5,390.5,218,0.2,0,0.5
"Kansas",2020-04-11,-153,210,57,0.2,0,0.5
"Iowa",2020-04-11,-169.5,224.5,55,0.2,0,0.5
"Indiana",2020-04-11,-162.000000000247,711.000000000247,549,0.2,0,0.5
"Illinois",2020-04-11,-61,1377,1316,0.2,0,0.5
"Idaho",2020-04-11,-58,82,24,0.2,0,0.5
"Hawaii",2020-04-11,-8.49999999999976,100.5,92,0.2,0,0.5
"Georgia",2020-04-11,-223,947,724,0.2,0,0.5
"Florida",2020-04-11,-898,1968,1070,0.2,0,0.5
"Delaware",2020-04-11,-67.5,86.5,19,0.2,0,0.5
"Connecticut",2020-04-11,194,686,880,0.2,0,0.5
"Colorado",2020-04-11,-312,418,106,0.2,0,0.5
"California",2020-04-11,-2179,2795,616,0.2,0,0.5
"Arkansas",2020-04-11,-215.5,262.5,47,0.2,0,0.5
"Arizona",2020-04-11,-493,596,103,0.2,0,0.5
"Alaska",2020-04-11,3.5,106.5,110,0.2,0,0.5
"Alabama",2020-04-11,-142,377,235,0.2,0,0.5
"Wyoming",2020-04-12,-41,48,7,0.2,0,0.5
"Wisconsin",2020-04-12,-141.5,354.5,213,0.2,0,0.5
"West Virginia",2020-04-12,-148,212,64,0.2,0,0.5
"Washington",2020-04-12,-226,378,152,0.2,0,0.5
"Virginia",2020-04-12,-262.5,569.5,307,0.2,0,0.5
"Vermont",2020-04-12,-28,36,8,0.2,0,0.5
"Utah",2020-04-12,-201,233,32,0.2,0,0.5
"Texas",2020-04-12,-2066,2499,433,0.2,0,0.5
"Tennessee",2020-04-12,-462,652,190,0.2,0,0.5
"South Dakota",2020-04-12,-52,64,12,0.2,0,0.5
"South Carolina",2020-04-12,-342,422,80,0.2,0,0.5
"Rhode Island",2020-04-12,-1.5,98.5,97,0.2,0,0.5
"Pennsylvania",2020-04-12,-943,1214,271,0.2,0,0.5
"Oregon",2020-04-12,-189,221,32,0.2,0,0.5
"Oklahoma",2020-04-12,-149,312,163,0.2,0,0.5
"Ohio",2020-04-12,-884.5,1106.5,222,0.2,0,0.5
"North Dakota",2020-04-12,-17,145,128,0.2,0,0.5
"North Carolina",2020-04-12,-572,784,212,0.2,0,0.5
"New York",2020-04-12,2342.00000000018,2926.99999999982,5269,0.2,0,0.5
"New Mexico",2020-04-12,-23.5000000000029,157.500000000003,134,0.2,0,0.5
"New Jersey",2020-04-12,928.000000000114,2943.99999999989,3872,0.2,0,0.5
"New Hampshire",2020-04-12,-74,85,11,0.2,0,0.5
"Nevada",2020-04-12,-67.5,370.5,303,0.2,0,0.5
"Nebraska",2020-04-12,-132,197,65,0.2,0,0.5
"Montana",2020-04-12,-61,68,7,0.2,0,0.5
"Missouri",2020-04-12,-519.5,589.5,70,0.2,0,0.5
"Mississippi",2020-04-12,-246.5,308.5,62,0.2,0,0.5
"Minnesota",2020-04-12,-224,344,120,0.2,0,0.5
"Michigan",2020-04-12,379,933,1312,0.2,0,0.5
"Massachusetts",2020-04-12,76.9999999998067,1786.00000000019,1863,0.2,0,0.5
"Maryland",2020-04-12,0,705,705,0.2,0,0.5
"Maine",2020-04-12,-45,86,41,0.2,0,0.5
"Louisiana",2020-04-12,-311,454,143,0.2,0,0.5
"Kentucky",2020-04-12,-150.5,390.5,240,0.2,0,0.5
"Kansas",2020-04-12,-149,210,61,0.2,0,0.5
"Iowa",2020-04-12,-164.5,224.5,60,0.2,0,0.5
"Indiana",2020-04-12,-115.000000000247,711.000000000247,596,0.2,0,0.5
"Illinois",2020-04-12,0,1378,1378,0.2,0,0.5
"Idaho",2020-04-12,-58,82,24,0.2,0,0.5
"Hawaii",2020-04-12,-5.5,100.5,95,0.2,0,0.5
"Georgia",2020-04-12,-169,947,778,0.2,0,0.5
"Florida",2020-04-12,-740,1968,1228,0.2,0,0.5
"Delaware",2020-04-12,-68.5,86.5,18,0.2,0,0.5
"Connecticut",2020-04-12,183,796,979,0.2,0,0.5
"Colorado",2020-04-12,-312,418,106,0.2,0,0.5
"California",2020-04-12,-2148,2795,647,0.2,0,0.5
"Arkansas",2020-04-12,-211.5,262.5,51,0.2,0,0.5
"Arizona",2020-04-12,-488,596,108,0.2,0,0.5
"Alaska",2020-04-12,-6.5,119.5,113,0.2,0,0.5
"Alabama",2020-04-12,-120,377,257,0.2,0,0.5
"Wyoming",2020-04-13,-39,48,9,0.2,0,0.5
"Wisconsin",2020-04-13,-130.5,354.5,224,0.2,0,0.5
"West Virginia",2020-04-13,-134,212,78,0.2,0,0.5
"Washington",2020-04-13,-231,378,147,0.2,0,0.5
"Virginia",2020-04-13,-235.5,569.5,334,0.2,0,0.5
"Vermont",2020-04-13,-29,36,7,0.2,0,0.5
"Utah",2020-04-13,-199,233,34,0.2,0,0.5
"Texas",2020-04-13,-2030,2499,469,0.2,0,0.5
"Tennessee",2020-04-13,-455,652,197,0.2,0,0.5
"South Dakota",2020-04-13,-49,64,15,0.2,0,0.5
"South Carolina",2020-04-13,-339,422,83,0.2,0,0.5
"Rhode Island",2020-04-13,0.500000000000014,106.5,107,0.2,0,0.5
"Pennsylvania",2020-04-13,-939,1214,275,0.2,0,0.5
"Oregon",2020-04-13,-188,221,33,0.2,0,0.5
"Oklahoma",2020-04-13,-140,312,172,0.2,0,0.5
"Ohio",2020-04-13,-893.5,1106.5,213,0.2,0,0.5
"North Dakota",2020-04-13,-10,145,135,0.2,0,0.5
"North Carolina",2020-04-13,-565,784,219,0.2,0,0.5
"New York",2020-04-13,2035.00000000018,2926.99999999982,4962,0.2,0,0.5
"New Mexico",2020-04-13,-11.5000000000029,157.500000000003,146,0.2,0,0.5
"New Jersey",2020-04-13,663.999999999924,3327.00000000008,3991,0.2,0,0.5
"New Hampshire",2020-04-13,-73,85,12,0.2,0,0.5
"Nevada",2020-04-13,-43.5,370.5,327,0.2,0,0.5
"Nebraska",2020-04-13,-123,197,74,0.2,0,0.5
"Montana",2020-04-13,-61,68,7,0.2,0,0.5
"Missouri",2020-04-13,-514.5,589.5,75,0.2,0,0.5
"Mississippi",2020-04-13,-244.5,308.5,64,0.2,0,0.5
"Minnesota",2020-04-13,-214,344,130,0.2,0,0.5
"Michigan",2020-04-13,310,933,1243,0.2,0,0.5
"Massachusetts",2020-04-13,0,2044,2044,0.2,0,0.5
"Maryland",2020-04-13,0,775,775,0.2,0,0.5
"Maine",2020-04-13,-43,86,43,0.2,0,0.5
"Louisiana",2020-04-13,-328,454,126,0.2,0,0.5
"Kentucky",2020-04-13,-129.5,390.5,261,0.2,0,0.5
"Kansas",2020-04-13,-145,210,65,0.2,0,0.5
"Iowa",2020-04-13,-158.5,224.5,66,0.2,0,0.5
"Indiana",2020-04-13,-73.0000000002475,711.000000000247,638,0.2,0,0.5
"Illinois",2020-04-13,0,1416,1416,0.2,0,0.5
"Idaho",2020-04-13,-57,82,25,0.2,0,0.5
"Hawaii",2020-04-13,-7.5,100.5,93,0.2,0,0.5
"Georgia",2020-04-13,-110,947,837,0.2,0,0.5
"Florida",2020-04-13,-629,1968,1339,0.2,0,0.5
"Delaware",2020-04-13,-68.5,86.5,18,0.2,0,0.5
"Connecticut",2020-04-13,0,1071,1071,0.2,0,0.5
"Colorado",2020-04-13,-316,418,102,0.2,0,0.5
"California",2020-04-13,-2132,2795,663,0.2,0,0.5
"Arkansas",2020-04-13,-206.5,262.5,56,0.2,0,0.5
"Arizona",2020-04-13,-481,596,115,0.2,0,0.5
"Alaska",2020-04-13,-6.5,119.5,113,0.2,0,0.5
"Alabama",2020-04-13,-102,377,275,0.2,0,0.5
"Wyoming",2020-04-14,-37,48,11,0.2,0,0.5
"Wisconsin",2020-04-14,-121.5,354.5,233,0.2,0,0.5
"West Virginia",2020-04-14,-121,212,91,0.2,0,0.5
"Washington",2020-04-14,-237,378,141,0.2,0,0.5
"Virginia",2020-04-14,-208.5,569.5,361,0.2,0,0.5
"Vermont",2020-04-14,-28,36,8,0.2,0,0.5
"Utah",2020-04-14,-195,233,38,0.2,0,0.5
"Texas",2020-04-14,-2004,2499,495,0.2,0,0.5
"Tennessee",2020-04-14,-447,652,205,0.2,0,0.5
"South Dakota",2020-04-14,-45,64,19,0.2,0,0.5
"South Carolina",2020-04-14,-334,422,88,0.2,0,0.5
"Rhode Island",2020-04-14,0,119,119,0.2,0,0.5
"Pennsylvania",2020-04-14,-937,1214,277,0.2,0,0.5
"Oregon",2020-04-14,-186,221,35,0.2,0,0.5
"Oklahoma",2020-04-14,-127,312,185,0.2,0,0.5
"Ohio",2020-04-14,-899.5,1106.5,207,0.2,0,0.5
"North Dakota",2020-04-14,0,145,145,0.2,0,0.5
"North Carolina",2020-04-14,-560,784,224,0.2,0,0.5
"New York",2020-04-14,1728.00000000018,2926.99999999982,4655,0.2,0,0.5
"New Mexico",2020-04-14,0.499999999997073,157.500000000003,158,0.2,0,0.5
"New Jersey",2020-04-14,799,3342,4141,0.2,0,0.5
"New Hampshire",2020-04-14,-73,85,12,0.2,0,0.5
"Nevada",2020-04-14,-19.5,370.5,351,0.2,0,0.5
"Nebraska",2020-04-14,-115,197,82,0.2,0,0.5
"Montana",2020-04-14,-61,68,7,0.2,0,0.5
"Missouri",2020-04-14,-510.5,589.5,79,0.2,0,0.5
"Mississippi",2020-04-14,-242.5,308.5,66,0.2,0,0.5
"Minnesota",2020-04-14,-205,344,139,0.2,0,0.5
"Michigan",2020-04-14,240,933,1173,0.2,0,0.5
"Massachusetts",2020-04-14,122.499999999924,2077.50000000008,2200,0.2,0,0.5
"Maryland",2020-04-14,0,851,851,0.2,0,0.5
"Maine",2020-04-14,-41,86,45,0.2,0,0.5
"Louisiana",2020-04-14,-348,454,106,0.2,0,0.5
"Kentucky",2020-04-14,-108.5,390.5,282,0.2,0,0.5
"Kansas",2020-04-14,-143,210,67,0.2,0,0.5
"Iowa",2020-04-14,-153.5,224.5,71,0.2,0,0.5
"Indiana",2020-04-14,-33.0000000002475,711.000000000247,678,0.2,0,0.5
"Illinois",2020-04-14,72,1416,1488,0.2,0,0.5
"Idaho",2020-04-14,-56,82,26,0.2,0,0.5
"Hawaii",2020-04-14,-7.5,100.5,93,0.2,0,0.5
"Georgia",2020-04-14,-55,947,892,0.2,0,0.5
"Florida",2020-04-14,-496,1968,1472,0.2,0,0.5
"Delaware",2020-04-14,-69.5,86.5,17,0.2,0,0.5
"Connecticut",2020-04-14,0,1159,1159,0.2,0,0.5
"Colorado",2020-04-14,-322,418,96,0.2,0,0.5
"California",2020-04-14,-2117,2795,678,0.2,0,0.5
"Arkansas",2020-04-14,-201.5,262.5,61,0.2,0,0.5
"Arizona",2020-04-14,-476,596,120,0.2,0,0.5
"Alaska",2020-04-14,-0.499999999999829,120.5,120,0.2,0,0.5
"Alabama",2020-04-14,-83,377,294,0.2,0,0.5
"Wyoming",2020-04-15,-35,48,13,0.2,0,0.5
"Wisconsin",2020-04-15,-109.5,354.5,245,0.2,0,0.5
"West Virginia",2020-04-15,-111,212,101,0.2,0,0.5
"Washington",2020-04-15,-242,378,136,0.2,0,0.5
"Virginia",2020-04-15,-184.5,569.5,385,0.2,0,0.5
"Vermont",2020-04-15,-29,36,7,0.2,0,0.5
"Utah",2020-04-15,-193,233,40,0.2,0,0.5
"Texas",2020-04-15,-1975,2499,524,0.2,0,0.5
"Tennessee",2020-04-15,-444,652,208,0.2,0,0.5
"South Dakota",2020-04-15,-41,64,23,0.2,0,0.5
"South Carolina",2020-04-15,-330,422,92,0.2,0,0.5
"Rhode Island",2020-04-15,0,130,130,0.2,0,0.5
"Pennsylvania",2020-04-15,-937,1214,277,0.2,0,0.5
"Oregon",2020-04-15,-185,221,36,0.2,0,0.5
"Oklahoma",2020-04-15,-119,312,193,0.2,0,0.5
"Ohio",2020-04-15,-910.5,1106.5,196,0.2,0,0.5
"North Dakota",2020-04-15,5.00000000004206,144.999999999958,150,0.2,0,0.5
"North Carolina",2020-04-15,-560,784,224,0.2,0,0.5
"New York",2020-04-15,1323.00000000018,2926.99999999982,4250,0.2,0,0.5
"New Mexico",2020-04-15,0,170,170,0.2,0,0.5
"New Jersey",2020-04-15,900,3342,4242,0.2,0,0.5
"New Hampshire",2020-04-15,-72,85,13,0.2,0,0.5
"Nevada",2020-04-15,0.5,370.5,371,0.2,0,0.5
"Nebraska",2020-04-15,-108,197,89,0.2,0,0.5
"Montana",2020-04-15,-61,68,7,0.2,0,0.5
"Missouri",2020-04-15,-505.5,589.5,84,0.2,0,0.5
"Mississippi",2020-04-15,-241.5,308.5,67,0.2,0,0.5
