"State","Date","Shortage","Supply","Demand","Param1","Param2","Param3"
"Georgia",2020-04-11,0,1147,250,0.2,0,0.5
"Hawaii",2020-04-11,0,125.5,10,0.2,0,0.5
"Idaho",2020-04-11,0,103.5,46,0.2,0,0.5
"Illinois",2020-04-11,0,1141,382,0.2,0,0.5
"Indiana",2020-04-11,0,658,189,0.2,0,0.5
"Iowa",2020-04-11,0,280.5,26,0.2,0,0.5
"Kansas",2020-04-11,0,262.5,20,0.2,0,0.5
"Kentucky",2020-04-11,0,390.5,27,0.2,0,0.5
"Louisiana",2020-04-11,11.5,568.5,580,0.2,0,0.5
"Maine",2020-04-11,0,86.5,13,0.2,0,0.5
"Maryland",2020-04-11,0,399,141,0.2,0,0.5
"Massachusetts",2020-04-11,0,592,420,0.2,0,0.5
"Michigan",2020-04-11,0,746,586,0.2,0,0.5
"Minnesota",2020-04-11,0,431,19,0.2,0,0.5
"Mississippi",2020-04-11,0,337.5,50,0.2,0,0.5
"Missouri",2020-04-11,0,736.5,100,0.2,0,0.5
"Montana",2020-04-11,0,85.5,8,0.2,0,0.5
"Nebraska",2020-04-11,0,247,12,0.2,0,0.5
"Nevada",2020-04-11,0,429.5,51,0.2,0,0.5
"New Hampshire",2020-04-11,0,85,21,0.2,0,0.5
"New Jersey",2020-04-11,716,751,1467,0.2,0,0.5
"New Mexico",2020-04-11,0,186.5,18,0.2,0,0.5
"New York",2020-04-11,1230,2262,3492,0.2,0,0.5
"North Carolina",2020-04-11,0,784,92,0.2,0,0.5
"North Dakota",2020-04-11,0,102,9,0.2,0,0.5
"Ohio",2020-04-11,0,1106.5,131,0.2,0,0.5
"Oklahoma",2020-04-11,0,390.5,43,0.2,0,0.5
"Oregon",2020-04-11,0,277,27,0.2,0,0.5
"Pennsylvania",2020-04-11,0,1214.5,566,0.2,0,0.5
"Rhode Island",2020-04-11,0,78.5,33,0.2,0,0.5
"South Carolina",2020-04-11,0,422,81,0.2,0,0.5
"South Dakota",2020-04-11,0,81,11,0.2,0,0.5
"Tennessee",2020-04-11,0,816,116,0.2,0,0.5
"Texas",2020-04-11,0,3124.5,273,0.2,0,0.5
"Utah",2020-04-11,0,291.5,50,0.2,0,0.5
"Vermont",2020-04-11,0,36,11,0.2,0,0.5
"Virginia",2020-04-11,0,569.5,102,0.2,0,0.5
"Washington",2020-04-11,0,473.5,142,0.2,0,0.5
"West Virginia",2020-04-11,0,212,13,0.2,0,0.5
"Wisconsin",2020-04-11,0,442.5,61,0.2,0,0.5
"Wyoming",2020-04-11,0,60,6,0.2,0,0.5
"Alabama",2020-04-12,0,472,53,0.2,0,0.5
"Alaska",2020-04-12,0,53.5,5,0.2,0,0.5
"Arizona",2020-04-12,0,745.5,70,0.2,0,0.5
"Arkansas",2020-04-12,0,327.5,16,0.2,0,0.5
"California",2020-04-12,0,3494,511,0.2,0,0.5
"Colorado",2020-04-12,0,522.5,134,0.2,0,0.5
"Connecticut",2020-04-12,0,336,265,0.2,0,0.5
"Delaware",2020-04-12,0,86.5,26,0.2,0,0.5
"Florida",2020-04-12,0,2460,494,0.2,0,0.5
"Georgia",2020-04-12,0,1147,260,0.2,0,0.5
"Hawaii",2020-04-12,0,125.5,10,0.2,0,0.5
"Idaho",2020-04-12,0,103.5,48,0.2,0,0.5
"Illinois",2020-04-12,0,1141,394,0.2,0,0.5
"Indiana",2020-04-12,0,658,200,0.2,0,0.5
"Iowa",2020-04-12,0,280.5,27,0.2,0,0.5
"Kansas",2020-04-12,0,262.5,20,0.2,0,0.5
"Kentucky",2020-04-12,0,390.5,28,0.2,0,0.5
"Louisiana",2020-04-12,0,616.5,616,0.2,0,0.5
"Maine",2020-04-12,0,86.5,13,0.2,0,0.5
"Maryland",2020-04-12,0,399,148,0.2,0,0.5
"Massachusetts",2020-04-12,0,592,429,0.2,0,0.5
"Michigan",2020-04-12,0,746,611,0.2,0,0.5
"Minnesota",2020-04-12,0,431,19,0.2,0,0.5
"Mississippi",2020-04-12,0,337.5,51,0.2,0,0.5
"Missouri",2020-04-12,0,736.5,106,0.2,0,0.5
"Montana",2020-04-12,0,85.5,8,0.2,0,0.5
"Nebraska",2020-04-12,0,247,13,0.2,0,0.5
"Nevada",2020-04-12,0,429.5,51,0.2,0,0.5
"New Hampshire",2020-04-12,0,85,21,0.2,0,0.5
"New Jersey",2020-04-12,46,1502,1548,0.2,0,0.5
"New Mexico",2020-04-12,0,186.5,18,0.2,0,0.5
"New York",2020-04-12,10,3556,3566,0.2,0,0.5
"North Carolina",2020-04-12,0,784,96,0.2,0,0.5
"North Dakota",2020-04-12,0,102,9,0.2,0,0.5
"Ohio",2020-04-12,0,1106.5,134,0.2,0,0.5
"Oklahoma",2020-04-12,0,390.5,44,0.2,0,0.5
"Oregon",2020-04-12,0,277,28,0.2,0,0.5
"Pennsylvania",2020-04-12,0,1214.5,611,0.2,0,0.5
"Rhode Island",2020-04-12,0,78.5,34,0.2,0,0.5
"South Carolina",2020-04-12,0,422,87,0.2,0,0.5
"South Dakota",2020-04-12,0,81,11,0.2,0,0.5
"Tennessee",2020-04-12,0,816,120,0.2,0,0.5
"Texas",2020-04-12,0,3124.5,288,0.2,0,0.5
"Utah",2020-04-12,0,291.5,52,0.2,0,0.5
"Vermont",2020-04-12,0,36,11,0.2,0,0.5
"Virginia",2020-04-12,0,569.5,107,0.2,0,0.5
"Washington",2020-04-12,0,473.5,141,0.2,0,0.5
"West Virginia",2020-04-12,0,212,13,0.2,0,0.5
"Wisconsin",2020-04-12,0,442.5,62,0.2,0,0.5
"Wyoming",2020-04-12,0,60,6,0.2,0,0.5
"Alabama",2020-04-13,0,472,53,0.2,0,0.5
"Alaska",2020-04-13,0,53.5,5,0.2,0,0.5
"Arizona",2020-04-13,0,745.5,71,0.2,0,0.5
"Arkansas",2020-04-13,0,327.5,16,0.2,0,0.5
"California",2020-04-13,0,3494,527,0.2,0,0.5
"Colorado",2020-04-13,0,522.5,135,0.2,0,0.5
"Connecticut",2020-04-13,0,336,278,0.2,0,0.5
"Delaware",2020-04-13,0,86.5,27,0.2,0,0.5
"Florida",2020-04-13,0,2460,514,0.2,0,0.5
"Georgia",2020-04-13,0,1147,267,0.2,0,0.5
"Hawaii",2020-04-13,0,125.5,10,0.2,0,0.5
"Idaho",2020-04-13,0,103.5,50,0.2,0,0.5
"Illinois",2020-04-13,0,1141,405,0.2,0,0.5
"Indiana",2020-04-13,0,658,210,0.2,0,0.5
"Iowa",2020-04-13,0,280.5,27,0.2,0,0.5
"Kansas",2020-04-13,0,262.5,20,0.2,0,0.5
"Kentucky",2020-04-13,0,390.5,28,0.2,0,0.5
"Louisiana",2020-04-13,0,649.5,649,0.2,0,0.5
"Maine",2020-04-13,0,86.5,13,0.2,0,0.5
"Maryland",2020-04-13,0,399,155,0.2,0,0.5
"Massachusetts",2020-04-13,0,592,437,0.2,0,0.5
"Michigan",2020-04-13,0,746,633,0.2,0,0.5
"Minnesota",2020-04-13,0,431,18,0.2,0,0.5
"Mississippi",2020-04-13,0,337.5,53,0.2,0,0.5
"Missouri",2020-04-13,0,736.5,112,0.2,0,0.5
"Montana",2020-04-13,0,85.5,8,0.2,0,0.5
"Nebraska",2020-04-13,0,247,13,0.2,0,0.5
"Nevada",2020-04-13,0,429.5,52,0.2,0,0.5
"New Hampshire",2020-04-13,0,85,22,0.2,0,0.5
"New Jersey",2020-04-13,0,1624,1624,0.2,0,0.5
"New Mexico",2020-04-13,0,186.5,18,0.2,0,0.5
"New York",2020-04-13,0,3626,3626,0.2,0,0.5
"North Carolina",2020-04-13,0,784,99,0.2,0,0.5
"North Dakota",2020-04-13,0,102,10,0.2,0,0.5
"Ohio",2020-04-13,0,1106.5,137,0.2,0,0.5
"Oklahoma",2020-04-13,0,390.5,46,0.2,0,0.5
"Oregon",2020-04-13,0,277,28,0.2,0,0.5
"Pennsylvania",2020-04-13,0,1214.5,656,0.2,0,0.5
"Rhode Island",2020-04-13,0,78.5,35,0.2,0,0.5
"South Carolina",2020-04-13,0,422,92,0.2,0,0.5
"South Dakota",2020-04-13,0,81,12,0.2,0,0.5
"Tennessee",2020-04-13,0,816,125,0.2,0,0.5
"Texas",2020-04-13,0,3124.5,302,0.2,0,0.5
"Utah",2020-04-13,0,291.5,53,0.2,0,0.5
"Vermont",2020-04-13,0,36,11,0.2,0,0.5
"Virginia",2020-04-13,0,569.5,112,0.2,0,0.5
"Washington",2020-04-13,0,473.5,139,0.2,0,0.5
"West Virginia",2020-04-13,0,212,13,0.2,0,0.5
"Wisconsin",2020-04-13,0,442.5,63,0.2,0,0.5
"Wyoming",2020-04-13,0,60,6,0.2,0,0.5
"Alabama",2020-04-14,0,472,54,0.2,0,0.5
"Alaska",2020-04-14,0,53.5,5,0.2,0,0.5
"Arizona",2020-04-14,0,745.5,72,0.2,0,0.5
"Arkansas",2020-04-14,0,327.5,15,0.2,0,0.5
"California",2020-04-14,0,3494,541,0.2,0,0.5
"Colorado",2020-04-14,0,522.5,136,0.2,0,0.5
"Connecticut",2020-04-14,0,336,290,0.2,0,0.5
"Delaware",2020-04-14,0,86.5,28,0.2,0,0.5
"Florida",2020-04-14,0,2460,533,0.2,0,0.5
"Georgia",2020-04-14,0,1147,274,0.2,0,0.5
"Hawaii",2020-04-14,0,125.5,10,0.2,0,0.5
"Idaho",2020-04-14,0,103.5,52,0.2,0,0.5
"Illinois",2020-04-14,0,1141,413,0.2,0,0.5
"Indiana",2020-04-14,0,658,219,0.2,0,0.5
"Iowa",2020-04-14,0,280.5,27,0.2,0,0.5
"Kansas",2020-04-14,0,262.5,20,0.2,0,0.5
"Kentucky",2020-04-14,0,390.5,28,0.2,0,0.5
"Louisiana",2020-04-14,0,679.5,679,0.2,0,0.5
"Maine",2020-04-14,0,86.5,13,0.2,0,0.5
"Maryland",2020-04-14,0,399,161,0.2,0,0.5
"Massachusetts",2020-04-14,0,592,442,0.2,0,0.5
"Michigan",2020-04-14,0,746,652,0.2,0,0.5
"Minnesota",2020-04-14,0,431,18,0.2,0,0.5
"Mississippi",2020-04-14,0,337.5,54,0.2,0,0.5
"Missouri",2020-04-14,0,736.5,117,0.2,0,0.5
"Montana",2020-04-14,0,85.5,8,0.2,0,0.5
"Nebraska",2020-04-14,0,247,13,0.2,0,0.5
"Nevada",2020-04-14,0,429.5,52,0.2,0,0.5
"New Hampshire",2020-04-14,0,85,22,0.2,0,0.5
"New Jersey",2020-04-14,0,1719,1694,0.2,0,0.5
"New Mexico",2020-04-14,0,186.5,18,0.2,0,0.5
"New York",2020-04-14,0,3726,3672,0.2,0,0.5
"North Carolina",2020-04-14,0,784,102,0.2,0,0.5
"North Dakota",2020-04-14,0,102,11,0.2,0,0.5
"Ohio",2020-04-14,0,1106.5,139,0.2,0,0.5
"Oklahoma",2020-04-14,0,390.5,47,0.2,0,0.5
"Oregon",2020-04-14,0,277,28,0.2,0,0.5
"Pennsylvania",2020-04-14,0,1214.5,699,0.2,0,0.5
"Rhode Island",2020-04-14,0,78.5,36,0.2,0,0.5
"South Carolina",2020-04-14,0,422,98,0.2,0,0.5
"South Dakota",2020-04-14,0,81,12,0.2,0,0.5
"Tennessee",2020-04-14,0,816,129,0.2,0,0.5
"Texas",2020-04-14,0,3124.5,316,0.2,0,0.5
"Utah",2020-04-14,0,291.5,55,0.2,0,0.5
"Vermont",2020-04-14,0,36,11,0.2,0,0.5
"Virginia",2020-04-14,0,569.5,116,0.2,0,0.5
"Washington",2020-04-14,0,473.5,136,0.2,0,0.5
"West Virginia",2020-04-14,0,212,14,0.2,0,0.5
"Wisconsin",2020-04-14,0,442.5,64,0.2,0,0.5
"Wyoming",2020-04-14,0,60,6,0.2,0,0.5
"Alabama",2020-04-15,0,472,54,0.2,0,0.5
"Alaska",2020-04-15,0,53.5,5,0.2,0,0.5
"Arizona",2020-04-15,0,745.5,72,0.2,0,0.5
"Arkansas",2020-04-15,0,327.5,15,0.2,0,0.5
"California",2020-04-15,0,3494,553,0.2,0,0.5
"Colorado",2020-04-15,0,522.5,135,0.2,0,0.5
"Connecticut",2020-04-15,0,336,301,0.2,0,0.5
"Delaware",2020-04-15,0,86.5,29,0.2,0,0.5
"Florida",2020-04-15,0,2460,549,0.2,0,0.5
"Georgia",2020-04-15,0,1147,279,0.2,0,0.5
"Hawaii",2020-04-15,0,125.5,10,0.2,0,0.5
"Idaho",2020-04-15,0,103.5,54,0.2,0,0.5
"Illinois",2020-04-15,0,1141,420,0.2,0,0.5
"Indiana",2020-04-15,0,658,227,0.2,0,0.5
"Iowa",2020-04-15,0,280.5,28,0.2,0,0.5
"Kansas",2020-04-15,0,262.5,20,0.2,0,0.5
"Kentucky",2020-04-15,0,390.5,28,0.2,0,0.5
"Louisiana",2020-04-15,0,801.5,706,0.2,0,0.5
"Maine",2020-04-15,0,86.5,13,0.2,0,0.5
"Maryland",2020-04-15,0,399,167,0.2,0,0.5
"Massachusetts",2020-04-15,0,592,446,0.2,0,0.5
"Michigan",2020-04-15,0,746,668,0.2,0,0.5
"Minnesota",2020-04-15,0,431,18,0.2,0,0.5
"Mississippi",2020-04-15,0,337.5,56,0.2,0,0.5
"Missouri",2020-04-15,0,736.5,122,0.2,0,0.5
"Montana",2020-04-15,0,85.5,8,0.2,0,0.5
"Nebraska",2020-04-15,0,247,13,0.2,0,0.5
"Nevada",2020-04-15,0,429.5,52,0.2,0,0.5
"New Hampshire",2020-04-15,0,85,23,0.2,0,0.5
"New Jersey",2020-04-15,0,1759,1759,0.2,0,0.5
"New Mexico",2020-04-15,0,186.5,18,0.2,0,0.5
"New York",2020-04-15,0,3726,3705,0.2,0,0.5
"North Carolina",2020-04-15,0,784,104,0.2,0,0.5
"North Dakota",2020-04-15,0,102,12,0.2,0,0.5
"Ohio",2020-04-15,0,1106.5,141,0.2,0,0.5
"Oklahoma",2020-04-15,0,390.5,48,0.2,0,0.5
"Oregon",2020-04-15,0,277,28,0.2,0,0.5
"Pennsylvania",2020-04-15,0,1214.5,741,0.2,0,0.5
"Rhode Island",2020-04-15,0,78.5,36,0.2,0,0.5
"South Carolina",2020-04-15,0,422,103,0.2,0,0.5
"South Dakota",2020-04-15,0,81,12,0.2,0,0.5
"Tennessee",2020-04-15,0,816,134,0.2,0,0.5
"Texas",2020-04-15,0,3124.5,328,0.2,0,0.5
"Utah",2020-04-15,0,291.5,56,0.2,0,0.5
"Vermont",2020-04-15,0,36,11,0.2,0,0.5
"Virginia",2020-04-15,0,569.5,120,0.2,0,0.5
"Washington",2020-04-15,0,473.5,133,0.2,0,0.5
"West Virginia",2020-04-15,0,212,14,0.2,0,0.5
"Wisconsin",2020-04-15,0,442.5,64,0.2,0,0.5
"Wyoming",2020-04-15,0,60,6,0.2,0,0.5
"Alabama",2020-04-16,0,472,54,0.2,0,0.5
"Alaska",2020-04-16,0,53.5,5,0.2,0,0.5
"Arizona",2020-04-16,0,745.5,73,0.2,0,0.5
"Arkansas",2020-04-16,0,327.5,14,0.2,0,0.5
"California",2020-04-16,0,3494,562,0.2,0,0.5
"Colorado",2020-04-16,0,522.5,135,0.2,0,0.5
"Connecticut",2020-04-16,0,336,310,0.2,0,0.5
"Delaware",2020-04-16,0,86.5,29,0.2,0,0.5
"Florida",2020-04-16,0,2460,563,0.2,0,0.5
"Georgia",2020-04-16,0,1147,283,0.2,0,0.5
"Hawaii",2020-04-16,0,125.5,10,0.2,0,0.5
"Idaho",2020-04-16,0,103.5,55,0.2,0,0.5
"Illinois",2020-04-16,0,1141,425,0.2,0,0.5
"Indiana",2020-04-16,0,658,234,0.2,0,0.5
"Iowa",2020-04-16,0,280.5,28,0.2,0,0.5
"Kansas",2020-04-16,0,262.5,19,0.2,0,0.5
"Kentucky",2020-04-16,0,390.5,28,0.2,0,0.5
"Louisiana",2020-04-16,0,801.5,729,0.2,0,0.5
"Maine",2020-04-16,0,86.5,13,0.2,0,0.5
"Maryland",2020-04-16,0,399,172,0.2,0,0.5
"Massachusetts",2020-04-16,0,592,447,0.2,0,0.5
"Michigan",2020-04-16,0,746,681,0.2,0,0.5
"Minnesota",2020-04-16,0,431,17,0.2,0,0.5
"Mississippi",2020-04-16,0,337.5,57,0.2,0,0.5
"Missouri",2020-04-16,0,736.5,127,0.2,0,0.5
"Montana",2020-04-16,0,85.5,8,0.2,0,0.5
"Nebraska",2020-04-16,0,247,12,0.2,0,0.5
"Nevada",2020-04-16,0,429.5,51,0.2,0,0.5
"New Hampshire",2020-04-16,0,85,23,0.2,0,0.5
"New Jersey",2020-04-16,0,1911,1816,0.2,0,0.5
"New Mexico",2020-04-16,0,186.5,18,0.2,0,0.5
"New York",2020-04-16,0,3726,3724,0.2,0,0.5
"North Carolina",2020-04-16,0,784,106,0.2,0,0.5
"North Dakota",2020-04-16,0,102,13,0.2,0,0.5
"Ohio",2020-04-16,0,1106.5,142,0.2,0,0.5
"Oklahoma",2020-04-16,0,390.5,48,0.2,0,0.5
"Oregon",2020-04-16,0,277,28,0.2,0,0.5
"Pennsylvania",2020-04-16,0,1214.5,780,0.2,0,0.5
"Rhode Island",2020-04-16,0,78.5,37,0.2,0,0.5
"South Carolina",2020-04-16,0,422,109,0.2,0,0.5
"South Dakota",2020-04-16,0,81,13,0.2,0,0.5
"Tennessee",2020-04-16,0,816,137,0.2,0,0.5
"Texas",2020-04-16,0,3124.5,340,0.2,0,0.5
"Utah",2020-04-16,0,291.5,57,0.2,0,0.5
"Vermont",2020-04-16,0,36,11,0.2,0,0.5
"Virginia",2020-04-16,0,569.5,124,0.2,0,0.5
"Washington",2020-04-16,0,473.5,130,0.2,0,0.5
"West Virginia",2020-04-16,0,212,14,0.2,0,0.5
"Wisconsin",2020-04-16,0,442.5,64,0.2,0,0.5
"Wyoming",2020-04-16,0,60,5,0.2,0,0.5
"Alabama",2020-04-17,0,472,54,0.2,0,0.5
"Alaska",2020-04-17,0,53.5,4,0.2,0,0.5
"Arizona",2020-04-17,0,745.5,73,0.2,0,0.5
"Arkansas",2020-04-17,0,327.5,14,0.2,0,0.5
"California",2020-04-17,0,3494,570,0.2,0,0.5
"Colorado",2020-04-17,0,522.5,134,0.2,0,0.5
"Connecticut",2020-04-17,0,336,318,0.2,0,0.5
"Delaware",2020-04-17,0,86.5,30,0.2,0,0.5
"Florida",2020-04-17,0,2460,575,0.2,0,0.5
"Georgia",2020-04-17,0,1147,286,0.2,0,0.5
"Hawaii",2020-04-17,0,125.5,10,0.2,0,0.5
"Idaho",2020-04-17,0,103.5,56,0.2,0,0.5
"Illinois",2020-04-17,0,1141,428,0.2,0,0.5
"Indiana",2020-04-17,0,658,240,0.2,0,0.5
"Iowa",2020-04-17,0,280.5,28,0.2,0,0.5
"Kansas",2020-04-17,0,262.5,19,0.2,0,0.5
"Kentucky",2020-04-17,0,390.5,27,0.2,0,0.5
"Louisiana",2020-04-17,0,801.5,750,0.2,0,0.5
"Maine",2020-04-17,0,86.5,13,0.2,0,0.5
"Maryland",2020-04-17,0,399,176,0.2,0,0.5
"Massachusetts",2020-04-17,0,592,447,0.2,0,0.5
"Michigan",2020-04-17,0,746,690,0.2,0,0.5
"Minnesota",2020-04-17,0,431,17,0.2,0,0.5
"Mississippi",2020-04-17,0,337.5,58,0.2,0,0.5
"Missouri",2020-04-17,0,736.5,132,0.2,0,0.5
"Montana",2020-04-17,0,85.5,8,0.2,0,0.5
"Nebraska",2020-04-17,0,247,12,0.2,0,0.5
"Nevada",2020-04-17,0,429.5,51,0.2,0,0.5
"New Hampshire",2020-04-17,0,85,23,0.2,0,0.5
"New Jersey",2020-04-17,0,1911,1867,0.2,0,0.5
"New Mexico",2020-04-17,0,186.5,18,0.2,0,0.5
"New York",2020-04-17,5,3726,3731,0.2,0,0.5
"North Carolina",2020-04-17,0,784,108,0.2,0,0.5
"North Dakota",2020-04-17,0,102,13,0.2,0,0.5
"Ohio",2020-04-17,0,1106.5,142,0.2,0,0.5
"Oklahoma",2020-04-17,0,390.5,49,0.2,0,0.5
"Oregon",2020-04-17,0,277,28,0.2,0,0.5
"Pennsylvania",2020-04-17,0,1214.5,816,0.2,0,0.5
"Rhode Island",2020-04-17,0,78.5,37,0.2,0,0.5
"South Carolina",2020-04-17,0,422,114,0.2,0,0.5
"South Dakota",2020-04-17,0,81,13,0.2,0,0.5
"Tennessee",2020-04-17,0,816,141,0.2,0,0.5
"Texas",2020-04-17,0,3124.5,351,0.2,0,0.5
"Utah",2020-04-17,0,291.5,58,0.2,0,0.5
"Vermont",2020-04-17,0,36,11,0.2,0,0.5
"Virginia",2020-04-17,0,569.5,127,0.2,0,0.5
"Washington",2020-04-17,0,473.5,127,0.2,0,0.5
"West Virginia",2020-04-17,0,212,15,0.2,0,0.5
"Wisconsin",2020-04-17,0,442.5,64,0.2,0,0.5
"Wyoming",2020-04-17,0,60,5,0.2,0,0.5
"Alabama",2020-04-18,0,472,54,0.2,0,0.5
"Alaska",2020-04-18,0,53.5,4,0.2,0,0.5
"Arizona",2020-04-18,0,745.5,72,0.2,0,0.5
"Arkansas",2020-04-18,0,327.5,13,0.2,0,0.5
